Company_Description,Class_Label
"SugarCRM enables businesses to create extraordinary customer relationships with the most empowering, adaptable and affordable customer relationship management (CRM) solution on the market. We are the industrys leading company focused exclusively on customer relationship management. Helping our clients build a unique customer experience through great customer relationships is our sole focus.
 
 
 
 Today, digital disruption is driving a tectonic shift in how companies deliver an extraordinary customer experience, inventing new ways to connect with and deliver value to customers. The companies that win in this era of empowered customers do so because they create better relationships with their customers. But you cant deliver a superior customer experience with the same old CRM. You need a new kind of CRM.
 
 
 
 Sugar is the solution for CRM heroes, mavericks, innovative, forward-thinking change agents. The brave, the bold, who dare to be different. Our customers look for new solutions that will give them a competitive edge. They look at the default choice, and question whether it is the best choice. They see Sugar as the chance to find a better way to grow their business and help their employees do their jobs better. Its the CRM that does more to adapt to your business -- the easiest CRM there is to customize, extend and deploy. And its the CRM that can enable everyone across your entire organization to become a customer expert and make a difference.
 
 
 
 Recognized by leading market analysts as a CRM visionary and innovator, Sugar is deployed by more than 2 million individuals in over 120 countries and 26 languages. Companies large and small are turning from yesterdays CRM solutions to rely on Sugar to manage customer relationships.
 
 
 
 For more information, call (408) 454-6900 or 1 87 SUGARCRM toll-free in the US, email contact@sugarcrm.com, or visit www.sugarcrm.com.",1
We're on a mission to help people turn their curiosity into action. SurveyMonkey is the worlds leading survey platform enabling curious individuals and companies including 98% of the Fortune 500 to have conversations at scale with the peopl...,3
"Talend is a next generation leader in cloud and big data integration. Our open, adaptive, and unified integration platform gives companies the data agility needed to rapidly adopt the latest technology innovations and scale to meet the constantl...",1
"Join our mission to provide opportunities for millions of hard-working people across the United States, United Kingdom, and soon, around the world. 
 
 
 
 Our unique two-sided marketplace matches millions of customers with over 60,000 Taskers, offe...",2
"Innovation is the defining course in the approach we take to designing, integrating and optimizing wireless systems for over 20 years. As TTS-Wireless commits to meeting the demands of 5G roll-outs, existing LTE and 3G networks, we continue to innovate new products and processes. We provide operators and vendors with packages, turn-key solutions and expert services to improve network quality and the wireless customer experience. Our innovation, growth and commitment remain strong as a result of our people.",1
"TeleSign connects and protects online experiences with sophisticated customer identity and engagement solutions. Through APIs that deliver user verification, data insights, and communications we solve todays unique customer challenges by bridging your business to the complex world of global telecommunications.",1
"The Computer Merchant, LTD®, (TCM) is a nationally recognized Information Technology & Software Engineering staffing and services firm. Headquartered in the Boston metro area TCM specializes in servicing its clients and the technologists that we serve in Enterprise Technology contract assignments, direct-hire, project teams, SOW Project Solutions and Managed Staffing Programs. TCM's clients are represented by the very best Technologists who we have placed at Fortune 1000, mid-to-small/medium sized businesses, as well as, Federal, state and local government customers. TCM's maturity in the staffing industry enables us to offer our contractors a wide range of employment opportunities. TCM's centralized strategic sourcing & delivery model allows it to service our clients & technologists nationally, regionally and locally in all fifty states providing a cost efficient and quality solution that cannot be duplicated by its competitors with a branch office model. TCM continuously strives to provide quality and value to our clients and technologists who rely on us daily for technology workforce solutions. TCM's mission is to be recognized as a leader in our industry; deliver outstanding services and solutions; and be viewed as a staffing partner.

Contact us today if you are ready to partner with a firm that understands your staffing requirements.",1
"Dun & Bradstreet data and insights help improve your business performance.  Delivered through the Dun & Bradstreet Data Cloud and our market-leading solutions, our data and insights help you accelerate revenue, manage risk, lower cost and transform your business. Global businesses of all sizes rely on our data, insight & analytics. Visit us at www.dnb.com for more information. ",1
"We help 1 buyers and industrial suppliers grow their businesses and their careers. We do so by providing the information, solutions and guidance they need to successfully navigate the digital industrial economy.",1
"TicketNetwork hosts the leading online marketplace for tickets to concert, sport, and theater events around the country and the world. Our company's flagship software product, TicketNetwork Point-of-Sale, powers real-time ticket transactions through our Online Exchange, making it the leading innovative software platform in the secondary ticket industry. Our signature retail website, TicketNetwork.com, is 3 Payment Card Industry (PCI) and EVSSL-certified, ranking it among the top secure sites for event tickets in the secondary market. Founded in 2002, TicketNetwork is headquartered in South Windsor, Connecticut.",3
"Tradeshift is the business commerce company, and leader in supply chain payments. Get your supply chain connected to the future with digital marketplaces, payments, and apps.
 
 
 
 Tradeshift connects over 1.5 million companies across 190 countries, ...",1
"Ultimate Software is a leading global provider of cloud-based human capital management and employee experience solutions, with more than 48 million people records in the cloud. Our award-winning UltiPro delivers HR, payroll, talent, and time and...",3
"UNICOM Engineering (formerly NEI) is a leading integrator of purpose-built appliances and application platforms, with complete lifecycle deployment services for software developers and OEMs serving storage, security and communications markets worldwide. We are best known for our solution design technologies, integration expertise and our go-to-market capabilities. All of our turnkey platforms and appliances are designed for longevity and backed by lifecycle management services. We create products and business solutions that solve deployment challenges, accelerate adoption, reduce ownership costs, enhance loyalty and increase business efficiencies.
 
 
 
 Call (877) 792-9099 for more information! 
 
 
 
 Connect with us! 
 
 Facebook: https://www.facebook.com/UNICOMEng 
 
 Twitter: https://twitter.com/UNICOMEng 
 
 YouTube: http://www.youtube.com/unicomengineering 
 
 Blog: http://unicomengineering.com/blog/",1
"UNIDEN AMERICA CORPORATION engages in the manufacture and marketing of consumer electronic products in North, Central and South America. Uniden's product offerings include, commercial video surveillance systems, wireless video surveillance systems, business telecommunications systems, Bearcat scanners, FRS/GMRS radios, VHF marine radios and other wireless personal communications products. The company was established in 1966 and its head office is located in Tokyo, Japan. Uniden America Corporation, the North American subsidiary (U.S. Headquarters), is based in Irving, Texas.",3
