coLiID,coLiURL,coWebSite,coIndustry,coSize,coType,Company_Name,liCompanyLogoUrl,Company_Description,Class_Label,"Consulting = 1
Non-Consulting = Blank",Keyword,employeeCount,addrStreetAddr1,addrLocality,addrRegion,addrPostalCode,addrCountryName,youtube_link,instagram_link,facebook_link,linkedin_link,twitter_link,keywords,description,response_code
3506560,https://www.linkedin.com/company/3506560,https://www.healthec.com/,Information Technology and Services,201-500 employees,Privately Held,HealthEC,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAArrAAAAJDFjMzhhMTNmLWU4YTgtNDQ3Mi05OGNjLTU2YzdjYTQyZTFkYg.png,"HealthEC® is a leading innovator in empowering the exchange of healthcare information, providing a complete end-to-end solution to manage Population Health.  We are a privately held minority-owned global business headquartered in Piscataway, NJ, with offices in Indiana & India. We process more than 40 million claims on an annual basis, & provide services for over 300,000 covered lives under a value based reimbursement model with Medicare & other private payers. We employ more than 300 people, & have been in existence for more than 24 years, with an established reputation for delivering “thinking-out-of-the-box” solutions for the healthcare ecosystem. HealthEC has EHNAC, Drummond & ONC certifications, & a 400,000 GSA federal certification.

HealthEC® is a provider of knowledge, expertise & technology solutions to the healthcare industry to effectively & efficiently manage its community. Our Population Health Management platform provides the flexibility to integrate all of the critical components of a Care Management program into a single integrated platform - from patient attribution through care coordination & analytics for payers, providers & employers. 

We have extensive proficiency in handling big data in healthcare & have a strong pool of resources & expertise. Our combined knowledge & experience across the provider healthcare delivery system, healthcare principles & techniques, & the payer domain enables us to efficiently & effectively lead & execute population health management solutions. Our platform is tried & tested & is ready to be deployed across any existing system. 

HealthEC's vision is to enable an organization to manage their population health by aggregating information from all sources & translating that knowledge into implementable actions that impact cost & improves quality, with clear measurable outcomes.",,,,,"371, Hoes Lane",Piscataway,New Jersey,8854,United States,[],[],[],[],[],[],"[HealthEC delivers a full spectrum of phm solutions to support value-based care. Our solutions include population health management, data analytics, care coordination and more.]",200
1216725,https://www.linkedin.com/company/1216725,http://lenmarit.com/,Information Technology and Services,501-1000 employees,Privately Held,Lenmar Consulting,,"Lenmar Consulting provides a broad range of IT offerings, including cloud services, cutting-edge custom development and custom software development.  Its expertise extends across a wide range of industries, and it is a recognized expert in catering to the full breadth of BFSI sector. It has carved a niche for itself in the BFSI market by serving marquee clients in this space.  Lenmar Consulting is fully committed to providing the finest in Information Technology Services and Solutions. We've proven ourselves in the constantly changing field of information technology services, by having worked with numerous clients and on a variety of projects, our engineers are ready to help and play a significant role in the planning, design and implementation of mission critical systems and solutions for your company.

Lenmar Consulting always takes the time to understand and assess our clients' needs, which translates to the right solution based on your requirements, scope and vision. At Lenmar Consulting, we have the expertise necessary to properly screen and qualify applicants or design and manage a mission critical custom solution.",,1,,,"100 Plaza Five, Suite 1440., Harborside Financial Center",Jersey CIty,New Jersey,7311,United States,[],[],[],[],[],[],[],200
2151405,https://www.linkedin.com/company/2151405,http://www.sygnarllc.com,Information Technology and Services,201-500 employees,Privately Held,Sygnar LLC - Quality | Integrity | Performance,,"SYGNAR, LLC,  has been an established information technology services providing company, which was founded with a mission to create an organization that supports its clients, with an Associate base that was built on strong ethics and policies. Since, 1997 we are in the Information Technology business by providing quality consulting services through our very well trained professionals. We have built a very good track record by serving our clients with help of our experts, who continuously enhance their skill set.",,1,,,"11330 Lakefield Drive, Bldg # 2, Suite # 200",Johns Creek,Georgia,30097,United States,[],[],[],[],[],[],[],
1573263,https://www.linkedin.com/company/1573263,http://www.wincere.com,Information Technology and Services,201-500 employees,Privately Held,Wincere Inc.,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAIAAAAAJDgxMGZjZDYxLWZjZGEtNDY2ZS1iNTljLTliYjk4OGE1MzdjNg.png,"Wincere, Inc. is a full-service provider of both Business and Information Technology consulting services. Wincere is a great place to explore every business and technology option available —as well as those newly emerging, and to listen to expert advice before making any short-term decisions or embarking on any long-lasting commitments. 

Wincere's Strategic Consulting practice works to help clients to help themselves. We guide and assist at the development of practical strategies that decisively capitalize on present and future opportunities for both near-term and long-term success. 

Time and circumstance have allowed us at Wincere to blend together a truly wonderful group of topflight, seasoned professionals with diverse backgrounds who hail from a broad array of world-class industries. Remarkably and happily, we all have the same singular philosophical viewpoint about business and the same energetic belief about the ability of technology to propel business success. 

Our accessibility is one of our major professional strengths. Wincere is a company filled with wide-ranging skills and global know-how from successful engagements in the largest industries. 

Mission

""To focus on how emerging technologies, new electronic data sources, policy changes & cross-industry collaborations create efficiencies within the drug development cycle and deliver safer medications and better care rapidly to patients in need.""​

Values

As a company, and as individuals, we at Wincere are guided by our core values of integrity, personal excellence, and continual self-improvement. We take pride in our commitment to our customers, partners, and to each other, and to seeing those commitments through. We have a passion for applying business techniques and information technology to find solutions for our clients’ most pressing problems. And we demand from ourselves to provide only the highest quality performance in the daily pursuit of that passion.",,1,,,"4340 Stevens Creek Blvd, Suite 270",San Jose,CA,95129,United States,[],[],[],[],[],[],[],200
2680000,http://www.accionlabs.com,http://www.accionlabs.com,Information Technology and Services,201-500 employees,Privately Held,Accion Labs,,"Accion Labs is a global technology services firm with specialized focus on servicing enterprise and technology firms in the emerging  technologies such as Web 2.0, SAAS, Cloud, eBusiness, Mobile, social media, open-source and BI/DW.

Accion Labs offers a range of engagement models such as - professional staffing (contract, contract-to-perm, direct perm), turn-key/T&M/collaborative projects and offshore-leveraged projects/extended team models. 

Whichever be the engagement model, we follow a tool-centric, outcome-focused and action-oriented engagement approach.

Accionlabs is privately-held, venture-funded and has offices in the following locations - USA, India, Singapore, Malaysia, UAE, Australia, UK.",,,,665,1121 Boyce Rd. Suite #1400,Pittsburgh,Pennsylvania,15241,United States,[https://youtube.com/channel/UCWfjWGa9T53J8w14l1eTywQ],[https://instagram.com/accionlabs],[],[],[https://twitter.com/AccionLabs],[],[],200
2328348,https://www.linkedin.com/company/2328348,http://mobidev.biz,Information Technology and Services,201-500 employees,Privately Held,MobiDev,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAcvAAAAJDhhNzJiYjk1LTZjYjYtNDVkZi05Mzg0LWE1N2FiMTkzNGNjMg.png,"We are MobiDev, your software development partner. We work for software product companies and startups around the world, delivering mobile and desktop apps, websites, web services, and complex solutions that consist of these components.

Our biggest value is the success of your product—which depends on ongoing development and timely delivery—and so requires a reliable professional team. We are flexible and we can adapt to your business processes—or in case of startups build them together from scratch.

Our mission is to make software development easy for you, as if we were sitting next door. Developing software is more than our job – it is our Passion!

Specialties

Mobile Software Development (iOS, Android, BlackBerry, Windows Phone, Firefox OS, Tizen), Web Development (including mobile web), Agile Software Development, Certified Project Management, Certified Quality Assurance, Сross-Platform Development (PhoneGap, ReactNative, NativeScript, Titanium).",,,,,3855 Holcomb Bridge Rd. Suite 300,Atlanta,Georgia,30092,United States,"[https://youtube.com/embed/35s7dq7-ALY?autoplay=1, https://youtube.com/embed/ztAasd5ZFFg?autoplay=1]",[],[],[],[],[software development company in usa],"[Trusted software development company awarded as Best Upwork Software Development Agency 2016-2017. Custom software solutions for enterprise. Application of innovative technologies for business: IoT, Augmented Reality, Data Science.]",200
3364772,https://www.linkedin.com/company/3364772,http://www.launchcg.com,Information Technology and Services,201-500 employees,Partnership,Launch Consulting Group,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAMiAAAAJDYxNTZjMGQ5LWNlOWUtNDNmNC1iZmQyLTE3YmI5OWUxODJkNA.png,"We fuel unlimited growth, helping people and businesses go FURTHER, FASTER. 

Our skilled team of business athletes bring their expert knowledge and experience to every industry we serve, and make your ideas fly.

WE HIRE BUSINESS ATHLETES. In addition to business+tech skills, we seek the attributes we admire in top athletes: MASTERY. COMMITMENT. FOCUS. DETERMINATION. INTEGRITY. TEAMWORK. POSITIVITY. GOAL-ORIENTED. HEALTHY COMPETITION. GOOD SPORTS.

LAUNCH

Verb  \ˈlȯnch, ˈlänch\  |  activate, actualize, motivate, lead, accelerate, achieve, drive, ignite, set afloat, propel

www.launchconsulting.com | https://launchideas.wordpress.com",,,,,"3009 Douglas Blvd., Suite 300",Roseville,California,95661,United States,[https://youtube.com/embed],[https://instagram.com/launchcg],[https://facebook.com/LaunchCG],[https://linkedin.com/company/launch-consulting-group],[https://twitter.com/LaunchIdeas],[],"[Launch is an entrepreneurial business and technology consulting firm that 
helps companies and people navigate in an age of digital transformation.]",200
2794907,https://www.linkedin.com/company/2794907,http://www.mrcctechforza.com,Information Technology and Services,501-1000 employees,Privately Held,MRCCTechForza,,"MRCCTechForza specializes in global management consulting solutions through a unique blend of IT consulting services, technology services and staff augmentation services that together, make up the MRCCTechForza Advantage. With MRCCTechForza Advantage, MRCCTechForza collaborates with its clients to help them become high-performance business. 	

MRCCTechForza is a leading provider of enterprise-wide IT and e-business solutions. We offer a full-service, integrated approach that is essential to helping our clients achieve success. The success of our services is built around a methodology where every client engagement is handled seamlessly from planning through application launch and ongoing management support. We have a mature and sound practice that delivers services and solutions in three areas: Enterprise Consulting, Oracle Consulting, and E-business Consulting.

Why Choose MRCCTechForza Staffing Services?

In today's rapidly changing business climate, the efficient and effective organization wins, and that means having people who fit your needs perfectly, when you need them. Whether you need to staff a single facility or support a multi-location national operation with uniquely skilled people - MRCCTechForza has staffing services to help you meet your goals.",,1,,,"700 Technology Park Drive, Suite 203,",Billerica,MA,"01821-4134,",United States,[],[],[],[],[],[],[],404
2803450,https://www.linkedin.com/company/2803450,http://www.DragonWebsites.com,Information Technology and Services,501-1000 employees,Privately Held,Dragon Websites,,"Dragon Websites - Exclusive VIP Website Services

We provide exclusive VIP treatment for our members. This includes various levels of products and services to fit your individual requirements. Have your website designed, built and managed by the best. Contact us to find out more about what we do.

Quality & Service
You understand that quality and service come at a cost. Therefore we don’t compete on price, but rather pride ourselves in providing our clients with VIP services.

Client Confidentiality
You may not want to have the public know who designs, builds and manages your website. We can keep our name off of your website. We want you to look your absolute best.

Additional Security
Your website should have its own dedicated server and IP address. This ensures optimal speed and improved security compared with standard shared hosting situations.

Managed Solutions
You have more important things to do than spending time on your website. We keep it secure, up-to-date and running at peak performance at all times.",,,,,-,New York,NY,,United States,[],[],[],[],[],[],[],
2526058,https://www.linkedin.com/company/2526058,http://www.dsoftworkforce.com,Information Technology and Services,201-500 employees,Privately Held,D-Soft Workforce Inc.,,"D-Soft Workforce, Inc. is an eBusiness consulting firm devoted to providing its clients with the best SAP,Wireless, and Business Intelligence/EAI consultants worldwide. 

Supporting both the Commercial and Public Sector Industries, D-Soft Workforce, Inc.offers a breath of industry knowledge that produces the best possible results.",,1,,,630 Freedom Business Center Drive,King Of Prussia,Pennsylvania,19406,United States,[],[],[],[],[],[],[],
2396026,https://www.linkedin.com/company/2396026,http://www.dis.arkansas.gov,Information Technology and Services,201-500 employees,Government Agency,Arkansas Department of Information Systems,,"The Arkansas Department of Information Systems is the information technology solutions provider for the State of Arkansas. As IT professionals, we provide services from telephony and data networking to technical consulting to the public entities that serve our citizens. 

Vision
Customer satisfaction every time.

Mission
Provide technology leadership and solutions to assist
our customers in their delivery of public services.

Values
Integrity, Customer Focus, Teamwork, Communication,
Innovation, Credibility, Continuous Improvement.",,1,,,One Capitol Mall,Little Rock,AR,72201,United States,[https://youtube.com/user/ArkansasDIS],[],[https://facebook.com/Arkansas-Department-of-Information-Systems-DIS-189415217794025],[],[https://twitter.com/arkansasDIS],[],[],200
2739856,https://www.linkedin.com/company/2739856,http://www.nbsdefaultservices.com,Information Technology and Services,501-1000 employees,Privately Held,"Valley of the Moon Royalties, Inc.",,Valley of the Moon Royalties'​ technology assets were acquired by National Bankruptcy Services in 2012.  The company is no longer in business.,,,,,"25 Orinda Way, Suite 301",Orinda,CA,94563,United States,[],[],[],[],[],"[Consumer, bankruptcy, mortgage, servicing, consumer mortgage bankruptcy servicing, mortgage bankruptcy servicing, mortgage servicing, bankruptcy servicing]","[National Bankruptcy Services (NBS) is an innovative, performance-driven nationwide bankruptcy servicing company that provides financial and operational benefits]",200
2219909,https://www.linkedin.com/company/2219909,http://www.claysys.com,Information Technology and Services,201-500 employees,Privately Held,ClaySys Technologies,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAlXAAAAJDQzZmFiMDU1LWZjODctNDRmNC05YmZiLWU0M2NiMjEyYmE1ZA.png,"We provide services on the core ClaySys Technology platform as well as related Microsoft technology platforms such as Windows Server, SQL Server and SharePoint.

The ClaySys team has decades of experience in the IT industry, developing bespoke business applications for SME’s and Enterprise customers. These projects often leveraged different third party products to speed up the application development cycle or to fulfill a specific functional area.

We believe that there is a big shift taking place today in the IT Industry, which is the move from on-premise applications and IT infrastructure, to consuming applications hosted external to an organization. This shift is currently termed Cloud Computing. This major change in how the Technology Industry is evolving towards consuming applications from the Cloud also means that there is a need for application builder tools that make it feasible to leverage the Cloud Infrastructure and enable organizations to build their own custom applications.

The ClaySys Product suite has been architected to seamlessly run of Cloud Computing Infrastructure provided by Microsoft with Windows Azure and Amazon with AWS and EC2. The product architecture also enables organizations that are not yet ready to move to the Cloud, to leverage the benefits of the ClaySys AppForms product by deploying it on-premise as well on the Microsoft Stack, i.e. Windows Server and SQL Server.",,,,,Harbour Castle,Ft Myers,Florida,33907,United States,[],[],[https://facebook.com/ClaySys],[https://linkedin.com/company/claysys-technologies-pvt-ltd],[https://twitter.com/claysys],[],"[Platforms that speed application delivery and ongoing evolution through: visual tools, hot deployment and continuous innovation.]",200
3354272,https://www.linkedin.com/company/3354272,http://www.htmlpanda.com,Information Technology and Services,201-500 employees,Public Company,HTMLPanda,,"HTMLPanda delivers the innovative website and mobile applications that can propel the business in the digital world. We are the team of designers and programmers, who work passionately to provide the quality solution to the clients globally. 

With our strategic policy, our company has gained top-notch ranking in catering various services, such as:

Mobile Application Development (Native, Web & Hybrid) 
PSD to HTML/XHTML/Responsive Mobile conversion
Email Templates (Responsive & Desktop)
JavaScript application       

Since inception, our team has been working on the latest technology and hence, our clients have trust on us. We are well versed with powerful frameworks, including:

Titanium 
Sencha Touch 
jQuery Mobile 
jQ Touch
PhoneGap   

We have worked on more than 1800+ projects and given satisfactory results to the clients all around the world. Our motive is to provide the out-of-box solutions to the clients, so that their business can boom prolifically.",,,,,"Webby Central LLC , 5500 Stewart Avenue, Suite 110,",Fremont city,California,94538,United States,[],[],[https://facebook.com/htmlpanda],[],[https://twitter.com/htmlpanda],"[PSD to HTML, Convert PSD to HTML, PSD to HTML Conversion]","[#1 PSD to HTML service with latest HTML web standards & SaSS CSS Extensions. Export photoshop to HTML / CSS responsive conversion with cross browser compatible, 100% pixel perfect & satisfaction guarantee at best price in industry. Completed 1,800+ PSD to HTML and other projects worldwide.]",200
2805887,https://www.linkedin.com/company/2805887,http://www.cit.edu.np,Information Technology and Services,501-1000 employees,Educational,College of Information Technology & Engineering,,"Since our establishment in 2000, we have welcomed students from schools and colleges across Nepal and provided for them a challenging and fulfilling learning experience. CITE participates fully in the Purbanchal University and in the Science & Technology and Management. So the range of subjects that you can study is unparalleled in Nepal. College has set from the very beginning, as its goal, quality technical and management education, which endeavors to achieve high levels of academic excellence. The laboratories have been setup not only according to the university syllabus, but also with the state-of-the-art equipment. The college consists of an academic and administrative building, a library and a vast area of open land, which helps the growth of young talents under healthy and natural environment.

We occupy a unique position in the education community and our students have established a record of outstanding achievement in further study, career path, and service to community. The College has excellent facilities and commits to continued refurbishment in order to provide a comfortable, welcoming and modern community of learning.",,,,,"Subidhanagar, Tinkune",Kathmandu,Bagmati,44600,United States,[],[],[https://facebook.com/citecollege],[],[],"[King of IT, Information Technology, BIT, IT in Nepal, Information Technology in Nepal, IT Nepal, IT Study]","[King of IT, Information Technology, BIT, IT in Nepal, Information Technology in Nepal, IT Nepal, IT Study]",200
2394555,https://www.linkedin.com/company/2394555,http://www.opteamix.com,Information Technology and Services,201-500 employees,Privately Held,Opteamix LLC,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAhRAAAAJDQ0YjNiMzIyLWQwNzMtNDBiYS1hYTJkLTUxYThkMTZlZDI2YQ.png,"Opteamix LLC is a Colorado-based global technology firm delivering customized technology services and solutions that enable business growth through digital disruption and transformation. Our vision is to be “the global technology partner businesses can count on”. We deliver a wide spectrum of technology solutions - from legacy technologies to the “Internet of things (IoT)”.  

Opteamix is an Inc.500 honoree and has been ranked # 217 by Inc. 500|5000 for 2016. We have also been named the 21st fastest growing IT services company in America and one of the top 5 fastest growing companies in Denver.

Our executive team comprises industry veterans with extensive experience in building and operating large-scale IT services companies. Our client-proximity model means that we provide local accountability for project success, leveraging our global delivery capabilities. We are always seeking to align our cutting-edge technology solutions and domain expertise with our client’s business objectives.",,,,,"9200 East Mineral Avenue,, Suite 330,",Centennial,Colorado,80112,United States,[],[],[https://facebook.com/Opteamix],[https://linkedin.com/company/opteamix],[https://twitter.com/opteamix],"[IT companies in Colorado, IT companies in Denver, denver tech center companies]","[Denver Tech Center Companies – Opteamix is one of the leading IT Companies in Denver and Colorado, delivering quality service to Fortune 500 Clients for last 25 Years. We enables the digital technologies in your business. Contact Now!]",200
3488892,https://www.linkedin.com/company/3488892,http://www.geniuspark.org,Information Technology and Services,201-500 employees,Public Company,GeniusPark Technologies,,"Genius Park Technologies  in one of the best service provider in Software Development, Quality Audit ,Content Writing and many more. With the highest customer satisfaction and lowest time wait, our experts set the standards in each process. With more than 12 years of experience and presence in multiple industries including Technology, Software, content writing, quality process, our technical expert focuses on enhancing customer experience by providing prompt and proactive issue resolution at reduced support costs through efficient resource utilization.",,,,,Chandigarh Kharar Highway,Kharar,Punjab,140301,United States,[],[],[https://facebook.com/Opteamix],[https://linkedin.com/company/opteamix],[https://twitter.com/opteamix],"[IT companies in Colorado, IT companies in Denver, denver tech center companies]","[Denver Tech Center Companies – Opteamix is one of the leading IT Companies in Denver and Colorado, delivering quality service to Fortune 500 Clients for last 25 Years. We enables the digital technologies in your business. Contact Now!]",
3801877,https://www.linkedin.com/company/3801877,http://www.seasiainfotech.com,Information Technology and Services,201-500 employees,Privately Held,Seasia Infotech,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAcbAAAAJGNlNjk3MDg5LWQ3Y2QtNGUzOS1hNmQ4LTMzOGFjYTRiNzhlNg.png,"We are a CMMi5 certified company providing Web, Desktop, Mobile Application Development, QA, IT and Digital Marketing services to businesses worldwide. We embrace the latest technologies to deliver solutions that address our clients’ business challenges.  We focus on resolving the IT conundrum for our clients thereby enabling them to focus on their core business strengths.

Our Story 

We were incorporated in the year 2000 as the offshore development center of Hewlett-Packard – State & Local Government Division. – the leading IT Services provider for US State & Local Government entities.

Over the subsequent years we did groundbreaking work for US Government entities and successfully executed large, multi-year programs for them. Through this body of work, Seasia internalized the core ethos of Structured Delivery Processes, Data Security, and IPR (Intellectual Property Rights) into its corporate DNA.

In 2009, we spun off as an independent entity and started providing our services to businesses across the globe. We built on our process strengths and achieved a CMMi Level 3 certification in 2007 and followed it by achieving CMMi Level 5 in 2013.

Our Quality Policy

We at Seasia are committed to satisfy all explicit and implicit requirements of all our clients. We desire to become a dominant IT software solutions provider. We will provide competitive pricing and faster implementation. High quality will be our hallmark.

We are committed to impeccable Integrity in all our business practices with our customers, suppliers, employees, investors, and the communities. This means being Truthful and Honest at all times in every situation.

We are committed to an environment of mutual trust, ethics and collaboration amongst the employees. The company will endeavor to enhance their knowledge and skill base and promote their growth and development.

We shall continuously measure and improve our processes quantitatively.",,,,,"5858 Horton Street, Suite 101",Emeryville,California,94608,United States,[],[],[],[],[],[],"[Seasia Infotech is a CMMI Level 5 software development company which recreates business models, renovates products and augments customer experiences in both web & mobile for startups as well as Enterprise customers.]",200
2415641,https://www.linkedin.com/company/2415641,http://www.TotalMedIT.com,Information Technology and Services,201-500 employees,Privately Held,TotalMed IT,,"TotalMed IT provides healthcare IT consulting and staff augmentation solutions to hospitals and hospital systems, medical groups, and insurance companies that require assistance in meeting their project deliverables and deadlines. Customer focused people solutions is our mission statement, and we incorporate this in to every aspect of our business.

At TotalMed IT – we have a proven track record of earning the trust of our customers, and are committed each day to this goal. TotalMed IT is different – we are committed to customer service and acutely understand that all of our clients are different, facing critical deliverables, pressures, and challenges. Each hospital is unique; therefore our approach is eternally evolving.  We will grow our partnership and joint goal – consistently providing your team with professional, exceptional service, and delivering on our promises.

Our professional healthcare consultants act as an extension of the IT team and complement the hospital staff. We listen to your needs and seek out qualified projects that our consultants will best fit within our client's culture and values. 

We treat our consultants as valued members of our team. Our consultants have access to Day 1 Benefits, 401k, and an aggressive compensation plan. TotalMed IT is committed to serving our consultant's and view them as people and not numbers. 

To learn more about working with our team, please call 800-233-6170 and ask to speak with a recruiter or member of our sales team. If you need assistance for any staffing shortages; whether it be brief augmentation, or for an entire project, you can also reach out to sales@totalmedit.com .

www.TotalMedIT.com",,1,,,"999 Plaza Drive, Suite 710",Schaumburg,IL,60173,United States,[],[],[],[],[],[],[],200
2473380,https://www.linkedin.com/company/2473380,http://www.useready.com,Information Technology and Services,201-500 employees,Privately Held,USEReady,,"Founded in 2011 and headquartered at New York, USEReady’s mission is to help organizations succeed by fast tracking their business performance. We relentlessly strive towards value-driven innovation and digital transformation of businesses using advanced business intelligence, data management, and managed IT infrastructure services.

BI AND ANALYTICS
USEReady is proficient in self-service visual analytics, agile BI-ready data management and building a governed & sustainable analytical culture. With talented and experienced professionals at the core of our goal is to help businesses succeed with data. Backed by rich cross domain expertise, advanced technological proficiency and a track record of numerous successful engagements, we offer a wide array of BI and Analytics consulting services. 

IT INFRASTRUCTURE
In the infrastructure and security arena, our offerings include a complete suite of network management, enterprise security, end user services and end-to-end manpower support. Our expertise lies but is not limited to keeping our customers’ network safe and secure with an aim similar to our core mission, digitally transform businesses for the better. Our services are aimed at providing extraordinary solutions and resolute support.

Since 2011, we have grown over 1000% and have spread across geographies with offices in New York, New Jersey, Seattle, Austin and Bengaluru, India. 

In March 2017 USEReady acquired Design Strategy, an IT infrastructure, applications and staffing firm to create a powerhouse in Managed Infrastructure Services. USEReady was ranked #113 in Inc. 5000, an exclusive list of America's fastest-growing private companies and named as the Red Herring Top 100 North America winner, a list of most innovative and promising companies, in 2015. The company was also announced as the ‘Service Partner of the Year 2015’ by Tableau at the 2015 annual Partner Summit.
",,1,,,"USEReady, 805 Third Avenue 11th floor",New York,New York,10022,United States,[https://youtube.com/channel/UCFzwKdgbTJNRyvMT6Lhc_7Q],[],[https://facebook.com/USEReadyInc],"[https://linkedin.com/company/2473380, https://linkedin.com/company/2473380]",[https://twitter.com/DesignStrategyC],[],"[Analytics, Business Intelligence, Data Management, BI Staffing, IT 
Infrastructure services, IT staffing, Team Augementation]",200
2539405,https://www.linkedin.com/company/2539405,http://www.trantorinc.com,Information Technology and Services,201-500 employees,Public Company,Trantor,,"Trantor is a leading software development company headquartered in Menlo Park, CA. We deliver innovative technology solutions to enable our clients achieve their business objectives at reduced cost. 

We excel in internalizing our client’s business processes and their business objectives. We create or deploy solutions that are focused, solve business problem(s) and achieve measurable results.

Our wide range of services includes:
- Software Development: RoR, ASP.Net, PHP, Java and Python
- Mobile App Development: iOS, Android and HTML5
- Software Testing: Manual, Automated, API and Security testing services
- eCommerce Development: Hybris, Magento, WooCommerce and Custom development
- CMS: Adobe Experience Manager, SiteCore and WordPress
- BI & Data Analysis; Big Data, Warehousing, Business Intelligence, Data mining and analysis

You can reach us anytime... 
email : info@trantorinc.com
Phone: +1 (650) 777 7636",,,,,"Trantor 3723 Haven Avenue, Suite 119",Menlo Park,CA,94025,United States,[https://youtube.com/channel/UCFzwKdgbTJNRyvMT6Lhc_7Q],[],[https://facebook.com/USEReadyInc],"[https://linkedin.com/company/2473380, https://linkedin.com/company/2473380]",[https://twitter.com/DesignStrategyC],[],"[Analytics, Business Intelligence, Data Management, BI Staffing, IT 
Infrastructure services, IT staffing, Team Augementation]",
2825638,https://www.linkedin.com/company/2825638,https://www.it.wisc.edu,Information Technology and Services,501-1000 employees,Educational,"UW-Madison, Division of Information Technology (DoIT)",https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAo_AAAAJDExNmZkMGRiLTU5MmQtNDIzZi04Nzc2LTgwMTZhYjQ4YzdlZA.png,"The Division of Information Technology (DoIT) provides computer technology services to the University of Wisconsin-Madison and a more limited set of services to UW System and other units of State government. DoIT delivers desktop, server, and mainframe computing services and supports networks, telecommunications, Internet connectivity, administrative and academic systems, security, instructional technology, and other functions.

DoIT serves the campus community of 2,053 faculty, 16,321 staff, and more than 41,000 students. More than 900 permanent, limited-term and student staff work at DoIT. Our annual budget is approximately $100 million.",,,,,1210 W. Dayton St,Madison,Wisconsin,53716,United States,[https://youtube.com/user/uwmadisondoit],[https://instagram.com/uwdoit],[https://facebook.com/UWDoIT],[],[https://twitter.com/UWDoIT],[],"[Services More than 100 IT services are available to UW-Madison faculty, staff and students, including: See all IT services Learn   Guides Confused by all the campus IT requirements and choices? Consult these helpful guides to learn all about protecting your computer and personal info, using UW-Madison tech tools and more.   Tech training for students…]",200
2237453,https://www.linkedin.com/company/2237453,http://www.klouddata.com,Information Technology and Services,201-500 employees,Privately Held,KloudData Inc.,https://media.licdn.com/mpr/mpr/shrink_400_400//AAEAAQAAAAAAAAVQAAAAJDc2NmJhYzRlLWExNmEtNDBlYi1iNTA4LWUwMmMxZDEwOTdkMA.png,"KloudData is a leading global software solutions provider with comprehensive, leading-edge capabilities in Enterprise, Analytics and Mobility solutions with a focus on the Manufacturing, Healthcare, and Government verticals. Our primary focus is to be a trusted partner and strategic technology advisor to our clients. KloudData’s high value solutions and services help reduce costs, complexities and risks while improving operational efficiency and accelerating business growth through improved decision making at all levels.

KloudData is growing rapidly and has more than 300 employees across the globe with offices and presence in Fremont, CA (USA – headquarters), Columbia, MD (USA), Bangkok (Thailand), Nagpur (India), Pune (India), and Mumbai (India) to provide round-the-clock solution delivery and support to all our clients.

To find out how KloudData can help your company, please visit our website: www.klouddata.com.",,,,,"4580 Automall Parkway, Suite 121",Fremont,California,94538,United States,[https://youtube.com/user/KloudData],[],[https://facebook.com/klouddata],[https://linkedin.com/company/klouddata],[https://twitter.com/klouddata],"[KloudData, Enterprise, Analytics. Mobility, SAP, ERP,]","[KloudData is a leading global software solutions and services provider with comprehensive, cutting-edge capabilities in bringing together Enterprise, Analytics ...]",200
