,Company Decscription,Actual Labels,Predicted Labels
626,"The CVC Team delivers a better way to train and sell.  Now in our 35th year, we have created over 5,000 Business Storytelling tools for the next generation of global leaders, employees, and enterprises.

We create highly interactive and engaging custom online training courses for our clients all over the country. These training programs can help your new employees, sales reps, service techs, or customers get up to speed quickly and effectively while saving your staff time and your company money.

Please visit the ""Portfolio"" tab on our website to see samples of our courses or call us at 800-395-0027 x102 for a custom demo.",1.0,1.0
999,"Provides educational  certification  through classroom training throughout the country, home based certification programs,and  web teleconferences in the areas of Legal Nurse Consulting, Forensics, Marketing and a variety of Legal Issue modules.",2.0,1.0
92,"Tech-Pro is a privately owned Engineering and Information Technology Consulting Firm specializing in staff augmentation and solution based project work. Since being founded in 1989 and headquartered in the Saint Paul/Minneapolis area, Tech-Pro has continuously provided Engineering and IT resources to many Fortune 100 & 500 companies, both within the twin cities market and nationwide.  

Tech-Pro Consultants’ core competencies include Project Management, Business Analysis, Quality Assurance, Infrastructure Services as well as Microsoft and Java Application Development.

Our ability to deliver solutions and supplement Engineering and IT teams is without borders, has made us an industry-leading Engineering and IT services provider. Whether through onsite staffing, specialized development, offshore staffing, or a combination of the three, our global capabilities allow Tech-Pro to support the Engineering and IT technology challenges, time frames and budgets of any organization.

Contact us at sales@tech-pro.com",1.0,1.0
854,"Our MISSION is to provide knowledge, professionalism, and community to those who serve the Latino taxpayer. 
Our GOAL is to help you grow your practice and increase your profits by attracting more Latino clients. 
Our VISION is to provide the best tax preparation training available in English and Spanish.",2.0,2.0
256,"Metasys Technologies, Inc. is an A+ Employer of innovative, value-driven Professional Staffing services. MTI helps its Fortune 500 and mid-market customers realize extraordinary results with its flexible service offerings, payment options and qualified, skilled consultants. It guarantees 100% customer satisfaction and payment adjustment driven solely by the customer.

Metasys Technologies Inc. is committed to supporting diversity and is a certified Minority Business Enterprise with the National Minority Supplier Development Council and the U.S Pan Asian American Chamber of Commerce. In 2007, the NMSDC recognized Metasys Technologies Inc. as its “National Supplier of the Year” for excellence in business and community service. We strive to be value creators while providing exceptional customer service, thought leadership and developing and implementing customized business solutions.

Since 2000, MTI has served some of the finest companies and consultants in the nation. Many have shared that they ""Experience the Difference""​ with us.

For more information, visit www.metasysinc.com or call us 678-218-1600.",1.0,1.0
533,"At RSA Medical, to strive for exceptional service and to exceed your expectations daily is both a corporate mission and a shared personal belief. We feel a brand is the sum of your experiences with a product or service and the intangible impression you’re left with, created over time.

Brands are serious business, and RSA Medical takes its brands as seriously as money in the bank. We protect the value of our brands by delivering superior quality to our customers every time. We hope this web site will serve as a window through which you can see into, and better understand, the brand that is RSA Medical.",2.0,1.0
990,"Responsible for leadership of undergraduate research initiative, administration of relevant aspects of college, science course offerings, teaching non-majors biology, etc.",2.0,1.0
445,"Siri InfoSolutions is a private equity consortium Firm providing IT Staffing Services to Fortune 500 clients across the US

Siri Info Solutions Inc, we believe that it’s an exceptional company - a company of people proud of the work they do and the solutions they provide. By understanding what drives our specialty industries, becoming involved in our communities on a professional and personal basis, following a disciplined process of identifying quality candidates, partnering with employers to understand their core business and their employment requirements, and delivering exceptional service, we achieve great results for all concerned.
 
Professional Services: 
- Contract Staffing 
- Direct placements 
- Bench Sales 
- Application Development
- Enterprise Resource Planning
- Data Warehousing 
- Customer Relationship Management

Siri Info provides services to a wide spectrum of customers across verticals such as Banking, Financial Services, Healthcare, Human Resources, Telecom, Insurance, Hospitality, Retail & Distribution and Manufacturing. Serving multinational customers. 
  
Siri InfoSolutions reinforces its belief that the quality of our services can only be measured by the skills, performance and dedication of our employees. We will place only the very best candidates for our clients - candidates who are not only willing, but who possess the necessary skills to do the job effectively.",1.0,1.0
377,"This profile is for ISGN Corporation which is focused on Loan Technology.  If you are looking for any services related to the BPO business please go to ISGN Solutions https://www.linkedin.com/company/10804211

Smart Loan Solutions Built for Your Success

ISGN Corporation is focused on your business success. We understand your need for technology that solves the challenges you face. A changing regulatory environment, increasing costs, and need for accurate and efficient tools makes choosing the right technology solution critical to your business growth.

Our deep experience in the industry, well-regarded products, and a committed team of industry and technology experts allow us create products that work for you.

Our solutions help maximize the efficiency of your resources, manage the loan process accurately and on time, deliver new and enhanced functionality continuously on schedule, while enhancing the borrower experience.

Our product solutions:
LoanDynamix™ – a comprehensive and feature rich core loan servicing system that works equally well for large and small servicers alike.

Tempo™ – a powerful default management system built for the entire default life cycle designed by teams that have worked in default operations.

LoanMomentum™ – an industry leading construction loan servicing system to manage the nuances of the lending process.

Gators™ – a vendor management and settlement services system used by the largest firms in the industry.

Our solutions tie in powerful functionality, strong technology architecture, pricing transparency, customized implementation, knowledgeable product support as well as data and analytics – all combined to drive a better way to manage loan level data, be more efficient and create loan-level insight.",1.0,1.0
307,"Secure-24 has 15 years of experience delivering managed cloud services, application hosting and application performance management to enterprises worldwide. Our industry-leading client satisfaction rates result from comprehensive service level agreements and a focus on superior service and support. Secure-24 is an SAP certified Hosting, HANA and Cloud partner and an Oracle Platinum Partner managing Oracle E-Business Suite, PeopleSoft, JD Edwards and Hyperion applications across all industries for businesses of every size.

Secure-24 has been named one of Computerworld’s 100 Best Places to Work in IT for three consecutive years. Visit www.secure-24.com to learn more about Secure-24 products and services.",1.0,1.0
182,"Established in 1992, Geographic Solutions, Inc. is the leading provider of software solutions for the workforce development, labor market information, and unemployment insurance industries. We have developed state-of-the-art web-based systems for state and local government agencies in more than 30 states. We are a privately-owned company with a corporate office in Palm Harbor, FL, and a satellite office in Salinas, CA.

Our staff has decades of combined experience in developing online workforce development systems. More than 85% of our in-house staff is technical, including web designers and developers,  geographic information system specialists, technical writers, training specialists, network administrators, database architects, and more.

Examples of our sites include: Employ Florida Marketplace (www.employflorida.com), CalJOBS (www.caljobs.ca.gov), and NCWorks (www.ncworks.gov).

Recent Company Awards: 
Bright House Networks Regional Business Awards First Place in Large Business Category (2016)
Greater Palm Harbor Chamber of Commerce Business of the Year (2016)
Greater Palm Harbor Chamber of Commerce Business of the Year (2015)
American Heart Association Fit-Friendly Worksite Gold Achievement (2015)
Bright House Networks Regional Business Awards 2nd Place in Large Business Category (2015)
Tampa Bay Technology Forum Technology Company of the Year Finalist (2015)
Tampa Bay Technology Forum Impact Project of the Year Finalist (2015)

For more information on our clients, the latest news, and company career opportunities, visit: https://www.geographicsolutions.com/.",1.0,1.0
711,"CTS offers internet-based solutions to meet all your aviation training needs. Our extensive training library is built upon the foundation of recurrent aircraft systems training (fixed-wing and rotor-wing) and our customizable General Subjects package designed to meet the ground training requirements of FAR Part 135, 125, and 91K (indoctrination, initial, and recurrent).

In addition, we provide specific training packages to address pilot training needs as well as the training needs of flight crewmembers, air medical crewmembers, and maintenance and safety personnel. Training packages are also available to address the training requirements for drug and alcohol programs (employee and supervisor), hazardous materials/dangerous goods handling (will-carry and will-not-carry operators), night vision goggles, TSA 12.5 SSP (GSC and ISC: Ground Security Coordinator/In-flight Security Coordinator). Formal training packages are available for IS-BAO certified operators and courses are being developed to meet CAMTS (Commission on Accreditation of Medical Transport Systems) training requirements as well as to provide continuing education credits for medical personnel.",1.0,1.0
704,"ProSolutions Training is the professional development division of Care Solutions, Inc., a management consulting firm specializing in project/program management, web and database development, research and evaluation, and professional development and training.

Our business solutions include proprietary course hosting, learning management system (LMS) customization, curriculum development, assessment and evaluation.  Our business solutions enable clients to offer branded online access portals; provide custom online training for employees, customers and stakeholders; track training participation and progress; monitor participant test results and course evaluations; and award training hours and/or CEUs.  Training participants have 24/7 access to courses as well as transcripts and certificates for successfully completed courses.

In the early care and education arena, ProSolutions Training offers the 120 clock-hour curriculum required for the Child Development Associate (CDA) professional credential awarded by the Council for Professional Recognition, Washington, D.C.  A 45 clock-hour CDA Renewal package of courses is also offered.  For human services professionals, a growing list of online courses provides an alternative to expensive and time-consuming onsite professional development, especially for entry-level professional staff.

ProSolutions Training has been accredited as an Authorized Provider by the International Association for Continuing Education and Training (IACET).  In obtaining this accreditation, ProSolutions Training has demonstrated that it complies with the ANSI/IACET Standard which is recognized internationally as a standard of good practice. As a result of their Authorized Provider status, ProSolutions Training is authorized to offer IACET CEUs for its programs that qualify under the ANSI/IACET Standard.",1.0,1.0
110,"Boston Technology Corporation, a Boston based digital health technology services company provides mobile and web solution development for secure patient experience and engagement, medical and clinical research and IoT Human Interface applications. Please visit our case studies page at http://www.boston-technology.com/case-studies for more information on applications developed by BTC for major biotech companies, universities and hospitals.

Boston Technology Corporation has been on the INC 500/5000 list of America's fastest growing private companies for three years in a row -a testimonial of our clients'​ faith in us.",1.0,1.0
865,"Splash Media U is an online social media training education series, teaching you how to use social media from the basics to the most advanced social media marketing strategies and tactics. The content for the educational video series is a result of over 50,000 man hours spent in various social media platforms.

Splash Media U is an affiliate of Full Sail University

Follow us on twitter at http://www.twitter.com/SplashMediaU
""Like"" us on Facebook at http://www.facebook.com/SplashMediaU
Read our blog for Social Media Training and Best Practices at http://www.splashmediau.com/blog",2.0,1.0
557,"The Q Group specializes in the development, production, and marketing of innovative language instruction solutions with a focus on English as a Foreign Language (EFL) and English as a Second Language (ESL).

Our courses include: 
English for Young Adults and Adults (beginner, intermediate, advanced, and university levels, spanning TOEIC scores of 250-850+), English for Kids (for both pre-readers and readers), an advanced Business English course focusing on the language needs of business executives, and an Academic level course. 

All our courses are offered most conveniently via ONLINE access, LAN platform or in CD form.",1.0,2.0
906,"Morton Junior High is a 400+ 7th and 8th Grade building that follows the ""middle school"" model of education.",2.0,2.0
430,"Headquartered, in 1997 in historic Southbury, CT Virpie is a certified minority owned and woman owned global IT firm with offices in the US, Canada, UK, Dubai and India. We provide complete staffing & pay rolling solutions for IT, Engineering, Finance, Manufacturing, Pharmaceuticals, Professional and Administration.

Over the past five years Virpie has grown with an annual growth rate of 1800% and earned several high profile awards, including the INC500 for 3 consecutive years, Entrepreneur’s HOT100, USPAACC Top50, Diversity Top50 and HBJ Top50 etc. All our awards were won in open market and open competition.  

•  Business Transformation: Certified Consultants in Six Sigma, Job Benchmarking, CECOR, DMAIC, DFSS, Lean, PDCA, and Kaizen, just to name a few. Over 20+ years of experience driving increased levels of productivity, multi-million dollar profits and customer satisfaction. We’ve developed leadership for Fortune 500 companies across 18 different countries.

•  Proven Recruiting Process - 10 step recruiting process in locating, screening and presenting excellent candidates. Industry standards are 30% successful placements, we average 95% placements. Virpie provides TOP QUALITY candidates ON TIME, ON BUDGET every time!

•  Customized Software Products: From innovation to implementation we enhance companies with our customized software solutions.

•  2 Client Rule: Candidates are treated with the same respect as a Client resulting in 99.5% retention",1.0,1.0
622,"Founded by educators and gamers, Second Avenue Learning is a certified women-owned interactive media company in Rochester, NY that provides custom software development for interactive modules and serious games for education, managed services for learning management systems, training services and content authoring, in addition to proprietary products. We pride ourselves on building effective, interactive learning environments that are innovative, accurate and visually compelling. Our team takes a synergistic approach to all work, and includes subject matter experts, programmers, artists, learning designers, quality analysts and project managers. Here at Second Avenue, we offer alternative learning paths and challenge the status quo. It is time to reimagine learning. Our company’s portfolio is growing, and we’d love to do business with you too.

Follow us on twitter at @2ndAveLearning
Give our facebook page a 'like' at http://www.facebook.com/SecondAvenueLearning",1.0,1.0
321,"Operating highly-redundant, carrier-neutral data centers coast to coast, TierPoint is a leading national provider of best-in-class IT infrastructure services that help clients improve business performance and manage risk. With a commitment to superior customer service, TierPoint offers private, multi-tenant, and fully managed hybrid cloud solutions; disaster recovery, business continuity and other managed services; and colocation.",1.0,1.0
261,"As a company founded on family values, JD Young has been Tulsa’s most reliable and trusted source for office equipment for over 65 years. With each passing decade, JD Young has adapted to changing technologies and varying customer needs. At JD Young, our mission is to help businesses better manage the flow of information and data through a more efficient usage of hardware systems and software and technology solutions. Because of our local presence, we are committed to be faster, simpler and easier to do business with.

To us, it’s not about selling the most pieces of equipment or software solutions; it’s about easing the stress that technology and inefficiency plagues businesses with on a daily basis.  About providing information-handling processes that increase performance and reduce cost of input, output and management. We don’t do this to be “different”, we do this because it’s the only way to achieve what we set out to do:  ensure that when a client begins a partnership with us, their lives become easier and their business runs better.  If at the end of it all if we haven’t simplified things on your end and improved your business’ information processes, we haven’t done our job right.  

This is what we’re about.  This is what we’ve spend the last 65+ years doing.  Making your business run better so you can move on to the next task at hand.    We hope to partner with you some day and play a small part in creating the best technology solution for your business.",1.0,1.0
308,"Cyret Technologies is a premier technology and IT service provider focusing exclusively on the success of customers deploying Enterprise Software Solutions in niche areas of business. Our expertise includes implementing Enterprise Applications like Oracle JD Edwards, E-Business Suite and Primavera. When companies look to Implement, Upgrade, Customize, Support or obtain Authorized Training of Oracle Applications, Cyret Technologies is considered a leading services provider.  

Globally, Cyret customers benefit from 1000+ man-years experience. Our focus is on activities starting from strategy and roadmap, product fit-gap analysis, implementation, upgrade, migration, post-implementation maintenance & support services. 

Cyret services customers globally and covers industries like Industrial Manufacturing, Pharmaceuticals, EPC, Breweries, Food & Beverages, Leather, Retail, Utilities etc.

Cyret has an extensive services portfolio spanning:

Oracle JD Edwards
Oracle E- Business Suite
Oracle Primavera
Supply Chain Management 
Value Chain Planning
Fusion Middleware
Business Intelligence
Customer Relationship Management
Edge Products",1.0,1.0
740,"Our Mission
Training to YOU, Inc. provides business solutions through hands on computer training classes, project-based consulting, and roving or private tutoring. Whether you have 10,000 employees that need ongoing PC training, own a business and need to create or modify a database, or you're an individual that needs to learn specific data, we can provide you with the targeted training and consulting you need to know delivered at our location or in the comfort and convenience of your location.",1.0,1.0
526,"Cambridge Connections provides Cloud and Application Integration Solutions directly to end users and through Reseller Channels.
  · IBM Softlayer and Bluemix Reseller, Solution Provider and Consulting Partner
  · Amazon Web Services Reseller, Solution Provider and Consulting Partner
  · Salesforce ISV and AppExchange application developer
  · Laserfiche Professional Development Partner and VAD
  · Microsoft OnLine Partner

Our LFIntegrator applications integrate Laserfiche's best-of-breed document management software with enterprise-critical third-party applications, including LFIntegrator for Dynamics GP (Great Plains), AutoCad, Lotus Notes/Domino and others.

Cambridge Docs-on-the-Cloud provides optimized server instances with full backup and maintenance for Laserfiche licensees.  Our LFSaaS offering makes the same Laserfiche functions available as a fully-provisioned monthly subscription.",2.0,1.0
811,"The School of Communications, New Media, and Technology (CNMT) will prepare all students for college, career, and civic engagement. We are a social justice-focused community school utilizing a Linked Learning approach with a thematic emphasis on communications, new media and technology.",1.0,2.0
137,"Wimmer Solutions connects industry leading companies in the Pacific Northwest and beyond with the talent and systems they need to achieve their potential.

Over the past 12+ years, we’ve built a reputation for creating amazing outcomes for our clients: bringing the right technical expertise and business acumen to help them achieve their goals, and crafting solutions that address their most complex technology and business challenges with swiftness and precision.

But these achievements are only a small part of the Wimmer story. We know that successful outcomes for our clients are only possible when our team members have the tools and support they need to thrive. That’s why maintaining a truly legendary culture of inclusion, innovation, and fun as we grow has always been our top priority. 

We delight in matching our consultants with opportunities that energize and inspire them, and fostering a working environment that honors the diverse talents and passions of each member of our team. Thanks to the talents, passions, and creative ideas they bring, we’ve expanded our service offerings, grown into new markets, and made a real and lasting impact on the communities where we work, live, and play.",1.0,1.0
749,"With clients from coast to coast, MRM Group™ empowers healthcare providers and institutions to eliminate preventable adverse events, reduce the frequency and severity of claims, and reduce malpractice premiums, while increasing patient safety and improving the patient experience. Founded in 2003 by a team of accomplished healthcare executives, malpractice defense attorneys, and insurance professionals, MRM Group has transformed the way institutions think about risk and patient safety education, creating a highly-effective, specialty-specific methodology that has proven time and again to drive sustained practice change and consistently deliver a remarkable return on investment.",1.0,1.0
833,"Love Systems is a worldwide community of men, devoted to self-improvement, with a focus on dating and relationships. The company provides live training programs, such as seminars, workshops, boot camps, individualized trainings, personal shopping, and more to help men become attractive to women and improve their love lives. In addition, Love Systems sells eBooks, Webinars, courses, and audio and video products online. Love Systems gives you the foolproof step-by-step method that equips you for any social situation, tailored for any personality.",2.0,1.0
636,"**This page is no longer managed. Please visit the Vector Solutions company page.**

Scenario Learning, a Vector Solutions company, is a leading developer of award-winning online safety and compliance solutions for schools, colleges, and businesses. Voted a 2014 Best Places to Work winner, we offer web-based programs for staff and student training, bullying/incident reporting, SDS management, accident tracking, and special education professional development for the education and business markets.

Helping to create safer schools and workplaces for students and employees is at the heart of what we do. We're proud that our web-based products help reduce the need for paper, making a positive impact on the environment. And, each year we find a variety of ways to give back, making a difference in our local community and globally.

Thousands of leading school districts, insurance providers, and businesses around the world trust us as their safety partner of choice. To learn more, please contact us at 1.800.434.0154.

Scenario Learning's parent company, Vector Solutions, is headquartered in Tampa, Fla. Vector Solutions sets the standard for excellence in delivering continuing education (CE), training, technology and performance management solutions to a broad range of industries, including public safety, industrial, and architecture, engineering and construction (AEC) sectors. In addition to Scenario Learning, Vector Solutions is the parent company of RedVector, Target Solutions and LearnSmart.",1.0,1.0
618,"Elearning! Magazine is the exclusive publication serving this fast moving $225 Billion learning and workplace technology marketplace.  As new technologies develop, enterprise networks are born and content evolves, you can rely on Elearning! Magazine to keep you up to speed. The magazine delivers executives the roadmap for improving enterprise, partner and employee performance. As the voice of the robust learning and workplace technology market, our audience sees, shares and collaborates on industry best practices, technologies, and processes. You can rely on Elearning! Magazine to keep you up to speed. Whether you manage an enterprise, government agency or educational institution, you will find Elearning! a must read resource to improve knowledge, performance and revenues.

Focus
 
As the only magazine exclusively focused on e-learning, our 23-time award-winning editorial team addresses how to build real returns on learning investments. Discover which tools, technologies, services or content solutions work. In partnership with our readers and sponsors, we bring the newest ideas and products to the forefront. Elearning! Magazine helps you build a smarter company. Subscriber for free at: http://www.2elearning.com/registration-step1

Beyond the Printed Page
 
Elearning! Magazine goes beyond print. Available as a digital magazine (e-zine), we offer you web-like interactivity alongside important advice and case study content. Elearning! e-zine is circulated to over 120,000 professionals through our learning, training, sales, service & HR marketing partners. We invite you to share Elearning! with your peers, other readers, friends, suppliers and partners. The more we spread the good news, the more successful we are as practitioners and businesses.",1.0,1.0
597,"TheAcademy.com has one focus: providing the best possible online training.

Educating America’s workforce for more than 15 years, San Antonio-based TheAcademy.com is the solution to your training needs. We provide a portfolio of best in class online educational courses that range from health and wellness to safety, professional development, human resources, business etiquette, leadership and more. Our content is high quality, engaging and current — we continually update our courses to maintain the highest level of training possible. 

Hundreds of companies and thousands of users have benefitted from our dedication to workforce training.  If enhancing the skills of your workforce is part of your business strategy, we want to partner with you to reach your goals. We provide the necessary training to develop a healthy, informed, knowledgeable and productive workforce that will get the job done and positively impact your bottom line. Visit us at www.theacademy.com.

________________________________________________________________________________________

The Academy.com is proud to be recognized by the International Association of Continuing Education and Training (IACET) and the Human Resource Certification Institute (HRCI) as an Approved Provider of e-learning courses. TheAcademy.com is also a member of The Wellness Council of America (WELCOA) and Corporate Health and Wellness Association (CHWA).",1.0,1.0
29,"ctsIT.com is a mid sized services & solutions partner to Technology Firms and Enterprise Customers in North America, Singapore , and India. What we bring to the table is a passion to deliver – every engagement fosters a long term client relationship providing predictable service.",0.0,1.0
165,"Intetics creates and operates effective distributed technology teams focused on software product development, IT support, quality assurance and data processing. Follow us for technology news and team management tips.  

Intetics enables IT rich, innovative organizations to capitalize on available global talent, based on a proprietary business model of Remote In-Sourcing®, advanced Quality Management Platform and measurable SLAs, and Intetics’ in-depth engineering expertise. 

Our core know-how lays in design of software products in conditions of incomplete specifications.

Intetics is ISO 9001 (quality) and ISO 27001 (security) certified and Microsoft Gold Partner. The company’s innovation and growth achievements are reflected in winning prestigious Deloitte Technology Fast 50, Inc 5000, CRN 100, Software 500, EOA European BPO Contract of the Year, and European IT Excellence awards and inclusion into the Top 100 Global Emerging Service Providers and Top 100 Global Outsourcing Companies lists.

You can find more information at www.intetics.com.",1.0,1.0
248,"Who are we, you ask? Nebraska Book Company is a company that rents and sells more than 8.7 million textbooks annually, putting us in college backpacks all over the U.S. While students totally rock, we also serve clients by installing and supporting technology platforms and e-commerce sites at more than 1,200 stores and providing consultative services and an online presence to independent and institutional stores to help them better serve their guests.

Most companies would have their hands full doing that alone, but the more you get to know us, you’ll see we’re not like most companies. 

We love what we do, and think you would, too. We’re always looking for talented, innovative, and collaborative people who challenge the status quo and constantly strive to be their best. Are you motivated and bursting at the seams with ideas and creativity? Are you ready to not only share your expertise but also grow by working with other amazing experts? Is the sky your limit, too? If you answered yes to any of those questions, NBC could be the place for you! To view our current job openings, go to http://www.nebook.com >careers.",1.0,1.0
927,English educational website specialized in pronunciation.,2.0,2.0
707,"EdCast is an award-winning, AI-powered Knowledge Cloud for Unified Discovery, Personalized Learning and Sales Enablement (http://www.salesu.io/). The company has customers including Fortune 500 companies and multinational organizations.

EdCast uses artificial intelligence and its curation engine to bring together organizations' internal learning content, expert insights along with millions of external resources into an easy-to-use, personalized learning experience and knowledge platform.

Since its founding at Stanford University, EdCast has been recognized by industry analysts as a new type of digital learning platform that is learner-centric and learner-driven.  Powered by content pulled from many internal and external sources -- and enhanced by collaborative knowledge-sharing from within the organization -- EdCast is the application layer that facilitates personalized learning with proprietary AI and machine learning. Mobile first and embedded with social and collaboration capabilities, EdCast delivers both a superior learning experience for employees and enhanced levels of performance for organizations. 

The EdCast executive team has a track record of building large-scale transformational technology solutions, and the company's entire team is passionate about the global impact of mobile and online knowledge-sharing. EdCast is based in Mountain View, CA, the heart of Silicon Valley, with offices worldwide.",1.0,1.0
1007,"Chopper College is a technical school that offers courses and workshops designed to educate not only the passionate motorcycle enthusiast but also the driven student looking for a rewarding career in the motorcycle industry.  Students that attend Chopper College are exposed to the latest tools and technologies available in the field today and are trained by experienced professionals in related industries.  

Students receive hands-on instruction in a fun learning environment with small class sizes to ensure proper instruction.  All course materials are provided to the students courtesy of Chopper College and are taken home by the student for future reference.

Chopper College is proud to be a partner of The Minneapolis Community and Technical College to offer its courses in a professional, convenient, and affordable manner.  All courses are designed with the working professional in mind and can be completed over a single three-day weekend.  

With Chopper College’s commitment to being at the forefront of motorcycle innovation, the school has developed a working research and development department solely responsible for building and testing new technologies in motorcycle innovation.  Much of what is learned at the Chopper College Research Center is offered in courses through the School of Green Technology.

Chopper College has a rich tradition of designing, fabricating, and building some the most magnificent motorcycles on the road with unparalleled craftsmanship and attention to detail.  Today, not only is Chopper College continuing to manufacture spectacular custom motorcycles, but also building bikes that utilize new and eco-friendly technologies developed in the Research Center.",2.0,2.0
631,Software training for coporations and individuals.,1.0,1.0
1051,"CodeCombat is a multiplayer programming game for learning how to code. With thousands of schools and millions of students, we are bringing K12 computer science education to everyone, regardless of gender, race, or background. Everyone should have the opportunity to learn.

The ultimate goal of CodeCombat is to bring more users into the field of computer programming by making the logic and syntax more accessible and enjoyable to learn. The end game is to educate a whole new generation of computer programmers that started their journey by slaying ogres and defending their castles from oncoming enemy hordes.

We teach Python, JavaScript, and other languages directly in the browser. Teachers with no computer science background can get started in five minutes. In a world where all programmers have had to be second-language learners, do you want your students to become native speakers of code? Let's chat about bringing CodeCombat to your school!

Find us on Twitter at https://twitter.com/CodeCombat",2.0,2.0
542,"Since it was founded in 1992, Friendly Computers has become a leader in the rapidly-growing on-site computer service industry. Largely through positive word-of-mouth, Friendly Computers has grown from a one-man operation to a network with more than 80 franchises operating across the country.

What We Do 
Friendly Computers helps clients repair, maintain and upgrade computer systems on-site, at business and at home. We can also custom-build computers to ensure clients are only paying for the features and functions they want and need. Together with our network of franchisees, we have helped thousands of clients with:

Computer Diagnostics and Repair
Wired and Wireless Networking
Database Design
Computer Upgrades
Custom-Built Systems
Service Contracts
Printer and Typewriter Repair 

We offer on-site help with any computer need. No problem is too big or too small. 
Our certified professionals are ready to help with anything, from a simple software installation to full network support. We also sell computer software, parts, and custom-built systems.

Corporate Philosophy 
Our corporate philosophy centers on you, the customer. We have found that once a customer finds a computer company they trust, they remain with that company. We realize this and strive to put our customer's needs above all. As big as we’ve grown, we’re still a family-run enterprise. Friendly, personalized service is what sets us apart.",3.0,1.0
65,"The ePlus Advantage - we deliver Procurement Intelligence -- the right information when and where you need it to make the best purchasing decisions for strategic procurement initiatives -- using advanced web-based ePurchasing solutions that help businesses of all sizes achieve a substantial, immediate and sustainable ROI.

About ePlus
ePlus Systems has more than 20 years of procurement software experience.  Our world-class team of industry experts in enterprise procurement, eProcurement, and product development works with our customers to continually evolve best-in-class solutions.  ePlus Systems is a wholly owned subsidiary of ePlus (Nasdaq NGM: PLUS).  Founded in 1990, ePlus has more than 700 associates in 20+ locations serving federal, state, municipal and commercial customers.  The Company is headquartered in Herndon, VA. 

Disclaimer
The opinions expressed on this site are made by individuals and do not necessarily represent the views of ePlus.  Referrals do not constitute an endorsement or guarantee by the Company, its employees, or affiliates about the quality of product or service that may be provided, or that it will meet your needs, and it is up to you to conduct appropriate due diligence before selecting any product or service provider to determine if it will meet your needs with terms and conditions that are satisfactory to you.",1.0,1.0
655,"At AcademixDirect, we like to think of ourselves as an education matchmaker; we unite students with the schools and courses they’ll love. We use proprietary matching technology, personal academic advisers, and interactive web experiences on sites like CareerJell.com and CourseTalk.com to guide students in plotting the education journey that’s right for them. With expertise spanning the fast-changing and ever-expanding worlds of traditional universities, for-profit schools, community colleges and online educators, we operate on the belief that students and schools must succeed together for society to continue advancing.
 
The passion of our people and the power of our technology — together making unparalleled strides in higher education access, affordability and outcomes.",1.0,2.0
983,"Pope John XXIII is Catholic college prepatory high school in Katy, TX.  It is private school that was opened in the Fall of 2004.",2.0,2.0
254,"Wright Line designs and manufactures data center airflow management solutions, mission-critical monitoring consoles, modular office furniture and workbench systems for high-tech environments. Major technology companies, public-safety communication centers, government agencies and military installations look to Wright Line for dependable, high-quality and sustainable workplace products and furnishings. Headquartered in Worcester, Massachusetts, the company is a member of the 9-1-1 Industry Alliance, AFCOM, BICSI and the US Green Building Council. For more information, visit www.wrightline.com or contact Wright Line at info@wrightline.com or 800.225.7348.",1.0,1.0
741,"A leader in Workplace Financial Wellness programs since 1986, the LFE Institute specializes in developing and presenting lifelong financial education (LFE) solutions that generate consistent, sustainable results. Our unique life-changing solutions have helped strengthen the financial wellness of more than 500,000 employees across the U.S.

In today's dynamic economy, employees are struggling with high financial stress levels that are negatively affecting the bottom line and increasing liability concerns for employers. Companies are looking for long-term solutions that generate long-term results while yielding a positive return on every dollar spent. LFE's unique solutions solve these problems.

LFE sells no financial products or services other than unbiased education. We offer these full-service, results-oriented solutions: (1) Skill-based Workshops to build skills and positively change employees' attitudes and behaviors about money; (2) Comprehensive Money Coaching to answer employees' specific financial questions at the time they are making decisions throughout the year; (3) Live Money Basics Web Classes to build financial skills via the Internet, and (4) An up-to-the-minute weekly financial e-learning series, the Money Minute!",1.0,1.0
346,"Compugra Systems Inc. (CSI) is a new generation company delivering IT consulting, enterprise-wide software solutions and enterprise support services by leveraging valuable experience and cutting-edge technologies. Catering to the demanding needs of diverse business sectors, our professionals are committed to providing high-level customer support and services.
With a focused approach towards customers needs, we never lose sight of the satisfaction and success of our customers.",1.0,1.0
221,"“AMERI Holdings, Inc. Completes Acquisition of Bellsoft, Inc.""

For more details, please visit: http://www.prnewswire.com/news-releases/ameri-holdings-inc-completes-acquisition-of-bellsoft-inc-300182632.html

To get more updates, please follow us on LinkedIn at https://www.linkedin.com/company/ameri100/


Ameri100 embodies a value system of Ambition, Mastery, Excitement, Reliability and Integrity. With these values, the Company is becoming an emerging global leader in SAP technologies.

Ameri100, founded in 2013 has rapidly grown through strategic acquisitions.

Headquartered in Princeton, New Jersey, with offices in New York, Georgia, Kansas, Pennsylvania, Arizona, Toronto- Canada and Bangalore, Mumbai, Chennai in India, Ameri100 brings 500+ of its own best-in-class resources. The Company has also evolved a unique partner ecosystem, which adds more than 4500+ resources to its delivery muscle power.

Ameri100 deals with SAP Enterprise Services, Digital Transformation, Cloud Solutions, Business Intelligence & Analytics, Mobile Applications and Professional Services. The Company is also making strategic investments in Artificial Intelligence (AI), Internet of Things (IoT) and Robotic Process Automation (RPA).

Insight to Impact!",1.0,1.0
